shipment_id,vessel_imo,vessel_name,vessel_type,origin_port,origin_name,origin_country,dest_port,dest_name,material_code,material_name,material_category,quantity,unit,departure_dt,eta_planned,eta_actual,delay_hours,berth_start,unloading_end,customs_clear,factory_arrival,status,distance_nm,voyage_hours,berth_wait_hours,customs_hours,inland_hours,snapshot_date
SH-1130,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1182,톤,2025-04-05 12:19,2025-04-06 08:19,2025-04-06 08:19,0,2025-04-06 09:19,2025-04-06 15:13,2025-04-08 18:15,2025-04-08 19:46,통관중,380,20.0,1,51.0,1.5,2025-04-07
SH-1131,IMO9800005,SUNRISE JEONBUK,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,1056,톤,2025-04-05 01:02,2025-04-06 12:53,2025-04-06 12:53,0,2025-04-06 14:53,2025-04-06 20:10,2025-04-09 10:57,2025-04-09 12:33,통관중,520,35.9,2,62.8,1.6,2025-04-07
SH-1132,IMO9800004,GUNSAN GLORY,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,1894,매,2025-04-06 03:53,2025-04-07 09:53,2025-04-07 13:53,4,2025-04-07 14:53,2025-04-08 00:21,2025-04-09 05:23,2025-04-09 06:27,하역중,480,30.0,1,29.0,1.1,2025-04-08
SH-1133,IMO9800002,KORYO DRAGON,컨테이너선,JPTYO,도쿄항 (Tokyo),JP,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,9631,매,2025-04-05 15:35,2025-04-07 05:22,2025-04-07 05:22,0,2025-04-07 06:22,2025-04-09 06:31,2025-04-10 16:54,2025-04-10 18:01,하역중,680,37.8,1,34.4,1.1,2025-04-08
SH-1134,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,1207,톤,2025-04-06 05:20,2025-04-07 14:16,2025-04-07 14:16,0,2025-04-07 15:16,2025-04-07 21:18,2025-04-09 20:53,2025-04-09 21:58,통관중,560,32.9,1,47.6,1.1,2025-04-08
SH-1135,IMO9800002,KORYO DRAGON,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1518,톤,2025-04-07 06:06,2025-04-08 05:26,2025-04-09 17:26,36,2025-04-09 18:26,2025-04-10 02:01,2025-04-12 19:02,2025-04-12 20:02,항해중,420,23.3,1,65.0,1.0,2025-04-09
SH-1136,IMO9800005,SUNRISE JEONBUK,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,412,톤,2025-04-07 08:14,2025-04-08 13:12,2025-04-08 13:12,0,2025-04-08 17:12,2025-04-08 21:12,2025-04-09 19:14,2025-04-09 19:47,통관중,420,29.0,4,22.0,0.6,2025-04-09
SH-1137,IMO9800005,SUNRISE JEONBUK,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,2242,개,2025-04-06 22:46,2025-04-08 03:44,2025-04-08 03:44,0,2025-04-08 04:44,2025-04-08 15:56,2025-04-10 13:26,2025-04-10 13:59,통관중,420,29.0,1,45.5,0.6,2025-04-09
SH-1138,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,584,톤,2025-04-07 16:10,2025-04-08 22:45,2025-04-08 22:45,0,2025-04-08 22:45,2025-04-09 02:45,2025-04-11 22:47,2025-04-12 00:03,하역중,520,30.6,0,68.0,1.3,2025-04-09
SH-1139,IMO9800002,KORYO DRAGON,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-CHM-01,리튬 (Lithium Carbonate),화학,1308,톤,2025-04-06 20:19,2025-04-09 23:52,2025-04-09 23:52,0,2025-04-10 00:52,2025-04-10 07:25,2025-04-12 06:13,2025-04-12 07:30,입항대기,1360,75.6,1,46.8,1.3,2025-04-10
SH-1140,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,1131,톤,2025-04-09 13:58,2025-04-10 20:33,2025-04-10 20:33,0,2025-04-10 22:33,2025-04-11 04:12,2025-04-17 02:49,2025-04-17 03:59,하역중,520,30.6,2,142.6,1.2,2025-04-11
SH-1141,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,6757,개,2025-04-09 00:59,2025-04-10 03:53,2025-04-10 03:53,0,2025-04-10 05:53,2025-04-11 15:40,2025-04-12 18:19,2025-04-12 20:06,하역중,390,26.9,2,26.6,1.8,2025-04-11
SH-1142,IMO9800003,YELLOW SEA STAR,벌크선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,8625,매,2025-04-10 00:30,2025-04-11 09:35,2025-04-11 09:35,0,2025-04-11 11:35,2025-04-13 06:42,2025-04-15 10:10,2025-04-15 10:45,하역중,430,33.1,2,51.5,0.6,2025-04-12
SH-1143,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1447,톤,2025-04-09 12:30,2025-04-11 05:13,2025-04-11 05:13,0,2025-04-11 07:13,2025-04-11 14:27,2025-04-13 17:29,2025-04-13 19:22,통관중,570,40.7,2,51.0,1.9,2025-04-12
SH-1144,IMO9800003,YELLOW SEA STAR,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-RBR-01,합성고무 (Synthetic Rubber),화학,921,톤,2025-04-07 07:46,2025-04-11 16:23,2025-04-11 16:23,0,2025-04-11 16:23,2025-04-11 20:59,2025-04-13 23:56,2025-04-14 01:22,통관중,1360,104.6,0,50.9,1.4,2025-04-12
SH-1145,IMO9800007,WEST SEA PRIDE,벌크선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,201,톤,2025-04-10 16:12,2025-04-12 09:41,2025-04-12 09:41,0,2025-04-12 10:41,2025-04-12 14:41,2025-04-13 07:04,2025-04-13 08:34,통관중,560,41.5,1,16.4,1.5,2025-04-13
SH-1146,IMO9800002,KORYO DRAGON,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,728,톤,2025-04-10 20:10,2025-04-12 03:16,2025-04-12 03:16,0,2025-04-12 04:16,2025-04-12 08:16,2025-04-14 21:06,2025-04-14 21:49,통관중,560,31.1,1,60.8,0.7,2025-04-13
SH-1147,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,463,톤,2025-04-11 18:32,2025-04-12 14:32,2025-04-12 14:32,0,2025-04-12 16:32,2025-04-12 20:32,2025-04-17 07:57,2025-04-17 08:28,통관중,380,20.0,2,107.4,0.5,2025-04-13
SH-1148,IMO9800004,GUNSAN GLORY,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,6512,개,2025-04-12 22:10,2025-04-13 22:33,2025-04-13 22:33,0,2025-04-13 22:33,2025-04-15 07:06,2025-04-17 08:09,2025-04-17 09:39,하역중,390,24.4,0,49.0,1.5,2025-04-14
SH-1149,IMO9800005,SUNRISE JEONBUK,벌크선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,7287,개,2025-04-12 12:03,2025-04-13 21:50,2025-04-13 21:50,0,2025-04-13 21:50,2025-04-15 10:17,2025-04-17 23:40,2025-04-18 00:21,하역중,490,33.8,0,61.4,0.7,2025-04-14
SH-1150,IMO9800004,GUNSAN GLORY,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1051,톤,2025-04-12 14:39,2025-04-13 16:54,2025-04-13 16:54,0,2025-04-13 16:54,2025-04-13 22:10,2025-04-16 19:56,2025-04-16 21:39,통관중,420,26.2,0,69.8,1.7,2025-04-14
SH-1151,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1149,톤,2025-04-13 07:46,2025-04-14 09:33,2025-04-14 09:33,0,2025-04-14 13:33,2025-04-14 19:18,2025-04-15 20:01,2025-04-15 21:08,통관중,490,25.8,4,24.7,1.1,2025-04-15
SH-1152,IMO9800005,SUNRISE JEONBUK,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,630,톤,2025-04-10 21:12,2025-04-14 18:18,2025-04-14 18:18,0,2025-04-14 18:18,2025-04-14 22:18,2025-04-17 13:23,2025-04-17 15:05,통관중,1350,93.1,0,63.1,1.7,2025-04-15
SH-1153,IMO9800003,YELLOW SEA STAR,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,772,톤,2025-04-13 04:19,2025-04-14 20:19,2025-04-14 20:19,0,2025-04-15 00:19,2025-04-15 04:19,2025-04-17 07:02,2025-04-17 08:29,입항대기,520,40.0,4,50.7,1.5,2025-04-15
SH-1154,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1926,톤,2025-04-14 13:43,2025-04-15 09:43,2025-04-15 09:43,0,2025-04-15 17:43,2025-04-16 03:21,2025-04-18 03:11,2025-04-18 04:20,하역중,380,20.0,8,47.8,1.2,2025-04-16
SH-1155,IMO9800005,SUNRISE JEONBUK,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,1625,개,2025-04-14 10:50,2025-04-15 15:48,2025-04-15 15:48,0,2025-04-15 16:48,2025-04-16 00:56,2025-04-17 23:38,2025-04-18 00:15,하역중,420,29.0,1,46.7,0.6,2025-04-16
SH-1156,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,JPTYO,도쿄항 (Tokyo),JP,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,807,톤,2025-04-14 04:26,2025-04-15 16:14,2025-04-15 16:14,0,2025-04-15 16:14,2025-04-15 20:16,2025-04-17 10:49,2025-04-17 12:19,통관중,680,35.8,0,38.5,1.5,2025-04-16
SH-1157,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,441,톤,2025-04-15 11:09,2025-04-16 07:40,2025-04-16 07:40,0,2025-04-16 08:40,2025-04-16 12:40,2025-04-18 16:50,2025-04-18 18:20,통관중,390,20.5,1,52.2,1.5,2025-04-17
SH-1158,IMO9800002,KORYO DRAGON,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,3874,개,2025-04-16 03:23,2025-04-17 10:30,2025-04-17 10:30,0,2025-04-17 10:30,2025-04-18 05:52,2025-04-19 05:55,2025-04-19 06:34,하역중,560,31.1,0,24.1,0.6,2025-04-18
SH-1159,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,736,개,2025-04-16 02:02,2025-04-17 08:02,2025-04-17 08:02,0,2025-04-17 12:02,2025-04-17 16:02,2025-04-18 11:13,2025-04-18 11:45,통관중,420,30.0,4,19.2,0.5,2025-04-18
SH-1160,IMO9800004,GUNSAN GLORY,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,5395,매,2025-04-16 05:37,2025-04-17 07:52,2025-04-17 11:52,4,2025-04-17 13:52,2025-04-18 16:51,2025-04-19 12:31,2025-04-19 14:11,하역중,420,26.2,2,19.7,1.7,2025-04-18
SH-1161,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,1966,톤,2025-04-17 17:00,2025-04-18 15:21,2025-04-20 03:21,36,2025-04-20 04:21,2025-04-20 14:11,2025-04-23 03:42,2025-04-23 05:37,항해중,380,22.4,1,61.5,1.9,2025-04-19
SH-1162,IMO9800002,KORYO DRAGON,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,4607,개,2025-04-17 12:32,2025-04-18 10:12,2025-04-18 10:12,0,2025-04-18 10:12,2025-04-19 09:14,2025-04-22 05:04,2025-04-22 06:48,하역중,390,21.7,0,67.8,1.7,2025-04-19
SH-1163,IMO9800003,YELLOW SEA STAR,벌크선,JPTYO,도쿄항 (Tokyo),JP,KRSMG,새만금항 (Saemangeum),RM-RBR-01,합성고무 (Synthetic Rubber),화학,172,톤,2025-04-15 23:34,2025-04-18 04:39,2025-04-18 04:39,0,2025-04-18 04:39,2025-04-18 08:39,2025-04-21 03:04,2025-04-21 03:55,통관중,690,53.1,0,66.4,0.8,2025-04-19
SH-1164,IMO9800002,KORYO DRAGON,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,9825,매,2025-04-16 08:56,2025-04-19 12:29,2025-04-19 12:29,0,2025-04-19 13:29,2025-04-21 14:37,2025-04-24 08:30,2025-04-24 09:29,하역중,1360,75.6,1,65.9,1.0,2025-04-20
SH-1165,IMO9800003,YELLOW SEA STAR,벌크선,JPTYO,도쿄항 (Tokyo),JP,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1202,톤,2025-04-17 16:00,2025-04-19 21:04,2025-04-19 21:04,0,2025-04-19 22:04,2025-04-20 04:05,2025-04-23 01:52,2025-04-23 03:49,하역중,690,53.1,1,69.8,1.9,2025-04-20
SH-1166,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,353,톤,2025-04-18 17:27,2025-04-19 13:27,2025-04-19 21:27,8,2025-04-19 21:27,2025-04-20 01:27,2025-04-22 01:36,2025-04-22 02:41,하역중,380,20.0,0,48.2,1.1,2025-04-20
SH-1167,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CPR-01,전해동판 (Copper Cathode),비철금속,1586,톤,2025-04-18 10:09,2025-04-19 12:22,2025-04-19 12:22,0,2025-04-19 13:22,2025-04-19 21:17,2025-04-22 20:19,2025-04-22 21:02,통관중,380,26.2,1,71.0,0.7,2025-04-20
SH-1168,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-RBR-01,합성고무 (Synthetic Rubber),화학,884,톤,2025-04-19 15:19,2025-04-20 22:30,2025-04-20 22:30,0,2025-04-21 06:30,2025-04-21 10:55,2025-04-22 12:53,2025-04-22 13:38,입항대기,530,31.2,8,26.0,0.8,2025-04-21
SH-1169,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,2049,개,2025-04-20 12:59,2025-04-21 14:17,2025-04-21 14:17,0,2025-04-21 14:17,2025-04-22 00:31,2025-04-22 23:08,2025-04-23 01:05,하역중,430,25.3,0,22.6,1.9,2025-04-22
SH-1170,IMO9800007,WEST SEA PRIDE,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1546,톤,2025-04-19 14:30,2025-04-21 05:01,2025-04-21 05:01,0,2025-04-21 07:01,2025-04-21 14:45,2025-04-23 15:53,2025-04-23 17:39,통관중,520,38.5,2,49.1,1.8,2025-04-22
SH-1171,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,494,톤,2025-04-20 20:46,2025-04-21 22:58,2025-04-21 22:58,0,2025-04-21 22:58,2025-04-22 02:58,2025-04-23 18:14,2025-04-23 18:53,하역중,380,26.2,0,39.3,0.6,2025-04-22
SH-1172,IMO9800004,GUNSAN GLORY,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1545,톤,2025-04-21 00:57,2025-04-22 12:34,2025-04-22 12:34,0,2025-04-22 12:34,2025-04-22 20:18,2025-04-24 07:50,2025-04-24 08:32,통관중,570,35.6,0,35.5,0.7,2025-04-23
SH-1173,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,331,톤,2025-04-21 05:57,2025-04-22 04:35,2025-04-22 08:35,4,2025-04-22 12:35,2025-04-22 16:35,2025-04-24 08:16,2025-04-24 09:45,통관중,430,22.6,4,39.7,1.5,2025-04-23
SH-1174,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,200,톤,2025-04-22 10:17,2025-04-23 11:33,2025-04-23 19:33,8,2025-04-23 20:33,2025-04-24 00:33,2025-04-27 21:09,2025-04-27 22:38,하역중,480,25.3,1,92.6,1.5,2025-04-24
SH-1175,IMO9800003,YELLOW SEA STAR,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,5031,매,2025-04-21 19:47,2025-04-23 11:47,2025-04-23 11:47,0,2025-04-23 12:47,2025-04-24 13:56,2025-04-27 00:25,2025-04-27 01:12,하역중,520,40.0,1,58.5,0.8,2025-04-24
SH-1176,IMO9800003,YELLOW SEA STAR,벌크선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1091,톤,2025-04-21 12:53,2025-04-23 05:39,2025-04-23 05:39,0,2025-04-23 05:39,2025-04-23 11:06,2025-04-25 05:59,2025-04-25 07:39,통관중,530,40.8,0,42.9,1.7,2025-04-24
SH-1177,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-STL-01,열연강판 (Hot-Rolled Steel),철강,1740,톤,2025-04-21 00:10,2025-04-23 23:44,2025-04-23 23:44,0,2025-04-23 23:44,2025-04-24 08:26,2025-04-26 11:05,2025-04-26 11:38,하역중,1360,71.6,0,50.6,0.6,2025-04-24
SH-1178,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),RM-CHM-01,리튬 (Lithium Carbonate),화학,1411,톤,2025-04-23 06:39,2025-04-24 09:33,2025-04-24 09:33,0,2025-04-24 11:33,2025-04-24 18:36,2025-04-26 19:35,2025-04-26 20:09,통관중,390,26.9,2,49.0,0.6,2025-04-25
SH-1179,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,2961,매,2025-04-23 04:41,2025-04-24 14:58,2025-04-24 14:58,0,2025-04-24 14:58,2025-04-25 05:46,2025-04-28 01:28,2025-04-28 02:43,하역중,480,34.3,0,67.7,1.2,2025-04-25
SH-1180,IMO9800001,HANJIN SAEMANGEUM,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,8197,매,2025-04-20 15:15,2025-04-24 16:23,2025-04-24 16:23,0,2025-04-24 16:23,2025-04-26 09:22,2025-04-28 11:32,2025-04-28 13:30,하역중,1360,97.1,0,50.2,2.0,2025-04-25
SH-1181,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNTSN,톈진항 (Tianjin),CN,KRGUN,군산항 (Gunsan),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,7503,매,2025-04-23 18:28,2025-04-24 22:42,2025-04-24 22:42,0,2025-04-25 00:42,2025-04-26 14:13,2025-04-27 04:48,2025-04-27 05:30,입항대기,480,28.2,2,14.6,0.7,2025-04-25
SH-1182,IMO9800003,YELLOW SEA STAR,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1824,톤,2025-04-23 22:35,2025-04-25 03:49,2025-04-25 03:49,0,2025-04-25 04:49,2025-04-25 13:56,2025-04-27 22:32,2025-04-27 23:12,통관중,380,29.2,1,56.6,0.7,2025-04-26
SH-1183,IMO9800007,WEST SEA PRIDE,벌크선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-PLS-01,PE 수지 (Polyethylene),화학,1309,톤,2025-04-23 11:41,2025-04-25 02:56,2025-04-25 02:56,0,2025-04-25 02:56,2025-04-25 09:29,2025-04-25 22:03,2025-04-25 23:38,입고완료,530,39.3,0,12.6,1.6,2025-04-26
SH-1184,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNSHA,상하이항 (Shanghai),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,401,톤,2025-04-23 15:39,2025-04-25 04:47,2025-04-25 04:47,0,2025-04-25 05:47,2025-04-25 09:47,2025-04-27 10:45,2025-04-27 11:47,통관중,520,37.1,1,49.0,1.0,2025-04-26
SH-1185,IMO9800004,GUNSAN GLORY,컨테이너선,CNSHA,상하이항 (Shanghai),CN,KRSMG,새만금항 (Saemangeum),RM-CHM-01,리튬 (Lithium Carbonate),화학,1541,톤,2025-04-25 14:01,2025-04-26 23:09,2025-04-26 23:09,0,2025-04-26 23:09,2025-04-27 06:51,2025-04-29 16:22,2025-04-29 18:00,하역중,530,33.1,0,57.5,1.6,2025-04-27
SH-1186,IMO9800007,WEST SEA PRIDE,벌크선,CNNBO,닝보항 (Ningbo),CN,KRGUN,군산항 (Gunsan),CP-BMS-01,BMS 모듈 (Battery Management),전자부품,2429,개,2025-04-25 03:31,2025-04-26 21:00,2025-04-26 21:00,0,2025-04-26 22:00,2025-04-27 10:09,2025-04-30 03:19,2025-04-30 04:24,하역중,560,41.5,1,65.2,1.1,2025-04-27
SH-1187,IMO9800005,SUNRISE JEONBUK,벌크선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-RBR-01,합성고무 (Synthetic Rubber),화학,1143,톤,2025-04-25 04:09,2025-04-26 09:07,2025-04-26 09:07,0,2025-04-26 11:07,2025-04-26 16:50,2025-04-28 04:59,2025-04-28 06:14,통관중,420,29.0,2,36.1,1.3,2025-04-27
SH-1188,IMO9800005,SUNRISE JEONBUK,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRSMG,새만금항 (Saemangeum),CP-PCB-01,PCB 기판 (Printed Circuit Board),전자부품,3890,매,2025-04-26 19:50,2025-04-27 22:43,2025-04-27 22:43,0,2025-04-27 23:43,2025-04-28 19:10,2025-05-01 11:52,2025-05-01 13:32,하역중,390,26.9,1,64.7,1.7,2025-04-28
SH-1189,IMO9800006,DONGBANG EXPRESS,컨테이너선,CNDLC,다롄항 (Dalian),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,1269,톤,2025-04-26 12:43,2025-04-27 13:26,2025-04-27 17:26,4,2025-04-27 18:26,2025-04-28 00:46,2025-05-02 20:45,2025-05-02 22:24,하역중,420,24.7,1,116.0,1.6,2025-04-28
SH-1190,IMO9800001,HANJIN SAEMANGEUM,벌크선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-CHM-01,리튬 (Lithium Carbonate),화학,498,톤,2025-04-26 05:33,2025-04-27 08:41,2025-04-27 08:41,0,2025-04-27 08:41,2025-04-27 12:41,2025-04-29 01:17,2025-04-29 02:22,통관중,380,27.1,0,36.6,1.1,2025-04-28
SH-1191,IMO9800008,SAEMANGEUM BRIDGE,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-PLS-01,PE 수지 (Polyethylene),화학,809,톤,2025-04-27 19:58,2025-04-28 15:58,2025-04-28 17:58,2,2025-04-28 19:58,2025-04-29 00:01,2025-04-30 19:06,2025-04-30 21:00,하역중,380,20.0,2,43.1,1.9,2025-04-29
SH-1192,IMO9800002,KORYO DRAGON,컨테이너선,CNNBO,닝보항 (Ningbo),CN,KRSMG,새만금항 (Saemangeum),RM-CPR-01,전해동판 (Copper Cathode),비철금속,360,톤,2025-04-26 20:07,2025-04-28 03:47,2025-04-28 15:47,12,2025-04-28 16:47,2025-04-28 20:47,2025-05-01 03:09,2025-05-01 03:43,통관중,570,31.7,1,54.4,0.6,2025-04-29
SH-1193,IMO9800007,WEST SEA PRIDE,벌크선,VNHPH,하이퐁항 (Hai Phong),VN,KRSMG,새만금항 (Saemangeum),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1692,톤,2025-04-24 19:05,2025-04-28 23:49,2025-04-29 01:49,2,2025-04-29 01:49,2025-04-29 10:17,2025-05-01 19:22,2025-05-01 21:18,항해중,1360,100.7,0,57.1,1.9,2025-04-29
SH-1194,IMO9800004,GUNSAN GLORY,컨테이너선,CNQDG,칭다오항 (Qingdao),CN,KRGUN,군산항 (Gunsan),RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot),비철금속,1971,톤,2025-04-28 18:19,2025-04-29 18:04,2025-04-29 18:04,0,2025-04-29 18:04,2025-04-30 03:55,2025-05-01 14:11,2025-05-01 15:58,하역중,380,23.8,0,34.3,1.8,2025-04-30
