date,material_code,material_name,category,unit,current_stock,daily_usage,incoming,dos,safety_stock_days,safety_stock_qty,safety_ratio,shortage_forecast_days,cover_days,coverage_pct,risk_level,stock_value_krw,unit_cost,lead_time_days
2025-03-20,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,236.5,5.6,43.8,47.3,21,105,2.25,47.3,14.0,100.0,LOW,10641010658,45000000,7
2025-03-21,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,231.5,4.9,0.0,46.3,21,105,2.21,46.3,14.0,100.0,LOW,10419473595,45000000,7
2025-03-22,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,226.0,5.5,0.0,45.2,21,105,2.15,45.2,14.0,100.0,LOW,10169843964,45000000,7
2025-03-23,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,221.6,4.4,0.0,44.3,21,105,2.11,44.3,14.0,100.0,LOW,9970293184,45000000,7
2025-03-24,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,216.7,4.8,0.0,43.3,21,105,2.06,43.3,14.0,100.0,LOW,9752921497,45000000,7
2025-03-25,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,211.5,5.3,0.0,42.3,21,105,2.01,42.3,14.0,100.0,LOW,9516217908,45000000,7
2025-03-26,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,206.6,4.9,0.0,41.3,21,105,1.97,41.3,14.0,100.0,LOW,9297609264,45000000,7
2025-03-27,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,201.1,5.5,0.0,40.2,21,105,1.92,40.2,14.0,100.0,LOW,9051348664,45000000,7
2025-03-28,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,197.0,4.2,0.0,39.4,21,105,1.88,39.4,14.0,100.0,LOW,8862859196,45000000,7
2025-03-29,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,191.5,5.4,0.0,38.3,21,105,1.82,38.3,14.0,100.0,LOW,8619243789,45000000,7
2025-03-30,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,185.7,5.8,0.0,37.1,21,105,1.77,37.1,14.0,100.0,LOW,8357965353,45000000,7
2025-03-31,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,215.4,5.3,35.0,43.1,21,105,2.05,43.1,14.0,100.0,LOW,9691862678,45000000,7
2025-04-01,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,210.8,4.6,0.0,42.2,21,105,2.01,42.2,14.0,100.0,LOW,9484499954,45000000,7
2025-04-02,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,205.0,5.8,0.0,41.0,21,105,1.95,41.0,14.0,100.0,LOW,9224245976,45000000,7
2025-04-03,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,216.5,4.0,15.6,43.3,21,105,2.06,43.3,14.0,100.0,LOW,9742808194,45000000,7
2025-04-04,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,212.5,4.0,0.0,42.5,21,105,2.02,42.5,14.0,100.0,LOW,9561264714,45000000,7
2025-04-05,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,223.0,4.6,15.2,44.6,21,105,2.12,44.6,14.0,100.0,LOW,10036878878,45000000,7
2025-04-06,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,217.2,5.9,0.0,43.4,21,105,2.07,43.4,14.0,100.0,LOW,9772421641,45000000,7
2025-04-07,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,253.0,4.8,40.7,50.6,21,105,2.41,50.6,14.0,100.0,LOW,11386748917,45000000,7
2025-04-08,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,282.6,5.4,34.9,56.5,21,105,2.69,56.5,14.0,100.0,LOW,12717835694,45000000,7
2025-04-09,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,276.9,5.7,0.0,55.4,21,105,2.64,55.4,14.0,100.0,LOW,12459678723,45000000,7
2025-04-10,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,271.6,5.2,0.0,54.3,21,105,2.59,54.3,14.0,100.0,LOW,12224011288,45000000,7
2025-04-11,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,266.8,4.9,0.0,53.4,21,105,2.54,53.4,14.0,100.0,LOW,12004135945,45000000,7
2025-04-12,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,261.8,4.9,0.0,52.4,21,105,2.49,52.4,14.0,100.0,LOW,11782630924,45000000,7
2025-04-13,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,255.9,5.9,0.0,51.2,21,105,2.44,51.2,14.0,100.0,LOW,11517202862,45000000,7
2025-04-14,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,287.3,5.7,37.1,57.5,21,105,2.74,57.5,14.0,100.0,LOW,12929313670,45000000,7
2025-04-15,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,283.2,4.1,0.0,56.6,21,105,2.7,56.6,14.0,100.0,LOW,12744418503,45000000,7
2025-04-16,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,279.1,4.1,0.0,55.8,21,105,2.66,55.8,14.0,100.0,LOW,12558136444,45000000,7
2025-04-17,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,273.4,5.6,0.0,54.7,21,105,2.6,54.7,14.0,100.0,LOW,12305213171,45000000,7
2025-04-18,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,269.4,4.1,0.0,53.9,21,105,2.57,53.9,14.0,100.0,LOW,12121402366,45000000,7
2025-04-19,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,279.3,5.9,15.9,55.9,21,105,2.66,55.9,14.0,100.0,LOW,12570337170,45000000,7
2025-04-20,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,275.0,4.3,0.0,55.0,21,105,2.62,55.0,14.0,100.0,LOW,12374908094,45000000,7
2025-04-21,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,269.6,5.4,0.0,53.9,21,105,2.57,53.9,14.0,100.0,LOW,12133195045,45000000,7
2025-04-22,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,263.7,5.9,0.0,52.7,21,105,2.51,52.7,14.0,100.0,LOW,11867376887,45000000,7
2025-04-23,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,258.1,5.7,0.0,51.6,21,105,2.46,51.6,14.0,100.0,LOW,11612335611,45000000,7
2025-04-24,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,292.2,5.5,39.6,58.4,21,105,2.78,58.4,14.0,100.0,LOW,13147343110,45000000,7
2025-04-25,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,288.0,4.1,0.0,57.6,21,105,2.74,57.6,14.0,100.0,LOW,12961355625,45000000,7
2025-04-26,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,282.8,5.2,0.0,56.6,21,105,2.69,56.6,14.0,100.0,LOW,12725887321,45000000,7
2025-04-27,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,277.6,5.2,0.0,55.5,21,105,2.64,55.5,14.0,100.0,LOW,12492177443,45000000,7
2025-04-28,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,272.2,5.4,0.0,54.4,21,105,2.59,54.4,14.0,100.0,LOW,12250666603,45000000,7
2025-04-29,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,289.0,5.8,22.6,57.8,21,105,2.75,57.8,14.0,100.0,LOW,13006611646,45000000,7
2025-04-30,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,283.7,5.4,0.0,56.7,21,105,2.7,56.7,14.0,100.0,LOW,12764402583,45000000,7
2025-05-01,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,277.8,5.9,0.0,55.6,21,105,2.65,55.6,14.0,100.0,LOW,12499732987,45000000,7
2025-05-02,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,273.1,4.7,0.0,54.6,21,105,2.6,54.6,14.0,100.0,LOW,12288457349,45000000,7
2025-05-03,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,267.7,5.3,0.0,53.5,21,105,2.55,53.5,14.0,100.0,LOW,12048219574,45000000,7
2025-05-04,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,262.6,5.1,0.0,52.5,21,105,2.5,52.5,14.0,100.0,LOW,11818550632,45000000,7
2025-05-05,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,258.3,4.3,0.0,51.7,21,105,2.46,51.7,14.0,100.0,LOW,11623420000,45000000,7
2025-05-06,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,286.0,5.9,33.5,57.2,21,105,2.72,57.2,14.0,100.0,LOW,12868168476,45000000,7
2025-05-07,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,295.3,6.0,15.3,59.1,21,105,2.81,59.1,14.0,100.0,LOW,13288203313,45000000,7
2025-05-08,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,291.0,4.3,0.0,58.2,21,105,2.77,58.2,14.0,100.0,LOW,13094201883,45000000,7
2025-05-09,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,314.3,4.4,27.8,62.9,21,105,2.99,62.9,14.0,100.0,LOW,14145241501,45000000,7
2025-05-10,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,309.6,4.7,0.0,61.9,21,105,2.95,61.9,14.0,100.0,LOW,13933408799,45000000,7
2025-05-11,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,305.3,4.3,0.0,61.1,21,105,2.91,61.1,14.0,100.0,LOW,13738098412,45000000,7
2025-05-12,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,301.1,4.2,0.0,60.2,21,105,2.87,60.2,14.0,100.0,LOW,13551215216,45000000,7
2025-05-13,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,296.9,4.2,0.0,59.4,21,105,2.83,59.4,14.0,100.0,LOW,13362342752,45000000,7
2025-05-14,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,334.0,5.2,42.3,66.8,21,105,3.18,66.8,14.0,100.0,LOW,15031168802,45000000,7
2025-05-15,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,350.5,4.6,21.1,70.1,21,105,3.34,70.1,14.0,100.0,LOW,15773276005,45000000,7
2025-05-16,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,344.8,5.8,0.0,69.0,21,105,3.28,69.0,14.0,100.0,LOW,15514489499,45000000,7
2025-05-17,RM-CHM-01,리튬 (Lithium Carbonate),화학,톤,340.0,4.8,0.0,68.0,21,105,3.24,68.0,14.0,100.0,LOW,15298875782,45000000,7
2025-02-17,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,298.3,26.3,0.0,9.9,7,210,1.42,9.9,9.9,71.0,LOW,447466988,1500000,3
2025-02-18,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,262.4,35.9,0.0,8.7,7,210,1.25,8.7,8.7,62.5,LOW,393615076,1500000,3
2025-02-19,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,488.6,24.5,250.7,16.3,7,210,2.33,16.3,14.0,100.0,LOW,732831273,1500000,3
2025-02-20,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,642.2,35.3,188.9,21.4,7,210,3.06,21.4,14.0,100.0,LOW,963226945,1500000,3
2025-02-21,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,610.3,31.9,0.0,20.3,7,210,2.91,20.3,14.0,100.0,LOW,915417955,1500000,3
2025-02-22,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,694.3,31.9,115.9,23.1,7,210,3.31,23.1,14.0,100.0,LOW,1041390729,1500000,3
2025-02-23,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,661.9,32.4,0.0,22.1,7,210,3.15,22.1,14.0,100.0,LOW,992817178,1500000,3
2025-02-24,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,627.0,34.8,0.0,20.9,7,210,2.99,20.9,14.0,100.0,LOW,940557814,1500000,3
2025-02-25,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,596.9,30.1,0.0,19.9,7,210,2.84,19.9,14.0,100.0,LOW,895375143,1500000,3
2025-02-26,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,562.5,34.4,0.0,18.7,7,210,2.68,18.7,14.0,100.0,LOW,843722233,1500000,3
2025-02-27,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,527.3,35.2,0.0,17.6,7,210,2.51,17.6,14.0,100.0,LOW,790940424,1500000,3
2025-02-28,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,501.7,25.6,0.0,16.7,7,210,2.39,16.7,14.0,100.0,LOW,752570659,1500000,3
2025-03-01,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,467.5,34.3,0.0,15.6,7,210,2.23,15.6,14.0,100.0,LOW,701193965,1500000,3
2025-03-02,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,432.6,34.8,0.0,14.4,7,210,2.06,14.4,14.0,100.0,LOW,648936531,1500000,3
2025-03-03,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,401.9,30.7,0.0,13.4,7,210,1.91,13.4,13.4,95.7,LOW,602878744,1500000,3
2025-03-04,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,374.9,27.0,0.0,12.5,7,210,1.79,12.5,12.5,89.3,LOW,562328372,1500000,3
2025-03-05,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,346.8,28.0,0.0,11.6,7,210,1.65,11.6,11.6,82.6,LOW,520253726,1500000,3
2025-03-06,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,318.8,28.1,0.0,10.6,7,210,1.52,10.6,10.6,75.9,LOW,478176039,1500000,3
2025-03-07,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,291.8,27.0,0.0,9.7,7,210,1.39,9.7,9.7,69.5,LOW,437628410,1500000,3
2025-03-08,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,260.7,31.1,0.0,8.7,7,210,1.24,8.7,8.7,62.1,LOW,391027615,1500000,3
2025-03-09,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,368.2,31.2,138.7,12.3,7,210,1.75,12.3,12.3,87.7,LOW,552320107,1500000,3
2025-03-10,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,341.0,27.2,0.0,11.4,7,210,1.62,11.4,11.4,81.2,LOW,511543445,1500000,3
2025-03-11,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,313.5,27.5,0.0,10.5,7,210,1.49,10.5,10.5,74.6,LOW,470252361,1500000,3
2025-03-12,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,278.2,35.3,0.0,9.3,7,210,1.32,9.3,9.3,66.2,LOW,417248378,1500000,3
2025-03-13,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,244.7,33.4,0.0,8.2,7,210,1.17,8.2,8.2,58.3,LOW,367103750,1500000,3
2025-03-14,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,211.5,33.3,0.0,7.0,7,210,1.01,7.0,7.0,50.3,LOW,317198457,1500000,3
2025-03-15,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,178.3,33.1,0.0,5.9,7,210,0.85,5.9,5.9,42.5,MEDIUM,267510819,1500000,3
2025-03-16,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,143.1,35.2,0.0,4.8,7,210,0.68,4.8,4.8,34.1,MEDIUM,214677722,1500000,3
2025-03-17,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,113.4,29.7,0.0,3.8,7,210,0.54,3.8,3.8,27.0,MEDIUM,170115341,1500000,3
2025-03-18,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,88.9,24.5,0.0,3.0,7,210,0.42,3.0,3.0,21.2,CRITICAL,133297196,1500000,3
2025-03-19,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,56.8,32.0,0.0,1.9,7,210,0.27,1.9,1.9,13.5,CRITICAL,85236610,1500000,3
2025-03-20,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,31.3,25.5,0.0,1.0,7,210,0.15,1.0,1.0,7.5,CRITICAL,47015396,1500000,3
2025-03-21,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,34.2,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-22,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,33.6,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-23,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,28.0,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-24,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,35.0,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-25,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,32.3,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-26,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,24.7,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-27,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,26.5,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-28,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,34.0,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-29,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,27.8,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-30,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,25.1,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-03-31,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,27.5,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-01,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,24.5,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-02,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,188.3,31.8,220.1,6.3,7,210,0.9,6.3,6.3,44.8,MEDIUM,282418114,1500000,3
2025-04-03,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,157.1,31.2,0.0,5.2,7,210,0.75,5.2,5.2,37.4,MEDIUM,235624818,1500000,3
2025-04-04,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,122.1,35.0,0.0,4.1,7,210,0.58,4.1,4.1,29.1,MEDIUM,183192060,1500000,3
2025-04-05,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,90.0,32.1,0.0,3.0,7,210,0.43,3.0,3.0,21.4,CRITICAL,134986011,1500000,3
2025-04-06,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,60.8,29.2,0.0,2.0,7,210,0.29,2.0,2.0,14.5,CRITICAL,91144405,1500000,3
2025-04-07,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,35.1,25.7,0.0,1.2,7,210,0.17,1.2,1.2,8.3,CRITICAL,52583810,1500000,3
2025-04-08,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,10.0,25.1,0.0,0.3,7,210,0.05,0.3,0.3,2.4,CRITICAL,14981995,1500000,3
2025-04-09,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,35.8,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-10,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,212.7,26.4,239.1,7.1,7,210,1.01,7.1,7.1,50.7,LOW,319118942,1500000,3
2025-04-11,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,185.5,27.3,0.0,6.2,7,210,0.88,6.2,6.2,44.2,MEDIUM,278205843,1500000,3
2025-04-12,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,253.1,35.0,102.6,8.4,7,210,1.21,8.4,8.4,60.3,LOW,379698024,1500000,3
2025-04-13,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,218.3,34.9,0.0,7.3,7,210,1.04,7.3,7.3,52.0,LOW,327412229,1500000,3
2025-04-14,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,192.1,26.1,0.0,6.4,7,210,0.91,6.4,6.4,45.7,MEDIUM,288222764,1500000,3
2025-04-15,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,156.9,35.3,0.0,5.2,7,210,0.75,5.2,5.2,37.3,MEDIUM,235275172,1500000,3
2025-04-16,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,122.5,34.4,0.0,4.1,7,210,0.58,4.1,4.1,29.2,MEDIUM,183705845,1500000,3
2025-04-17,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,88.2,34.3,0.0,2.9,7,210,0.42,2.9,2.9,21.0,CRITICAL,132295460,1500000,3
2025-04-18,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,60.7,27.5,0.0,2.0,7,210,0.29,2.0,2.0,14.4,CRITICAL,90984158,1500000,3
2025-04-19,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,31.4,29.3,0.0,1.0,7,210,0.15,1.0,1.0,7.5,CRITICAL,47063113,1500000,3
2025-04-20,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.1,31.2,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,194767,1500000,3
2025-04-21,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,26.1,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-22,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,32.2,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-23,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,32.8,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-24,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,28.7,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-25,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,85.6,26.6,112.2,2.9,7,210,0.41,2.9,2.9,20.4,CRITICAL,128421413,1500000,3
2025-04-26,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,51.1,34.5,0.0,1.7,7,210,0.24,1.7,1.7,12.2,CRITICAL,76707063,1500000,3
2025-04-27,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,22.2,28.9,0.0,0.7,7,210,0.11,0.7,0.7,5.3,CRITICAL,33311636,1500000,3
2025-04-28,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,25.0,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-04-29,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,84.2,25.2,109.4,2.8,7,210,0.4,2.8,2.8,20.0,CRITICAL,126255637,1500000,3
2025-04-30,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,53.1,31.0,0.0,1.8,7,210,0.25,1.8,1.8,12.7,CRITICAL,79724225,1500000,3
2025-05-01,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,19.7,33.4,0.0,0.7,7,210,0.09,0.7,0.7,4.7,CRITICAL,29621224,1500000,3
2025-05-02,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,34.4,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-05-03,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,33.5,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-05-04,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,27.0,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-05-05,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,0.0,24.4,0.0,0.0,7,210,0.0,0.0,0.0,0.0,CRITICAL,0,1500000,3
2025-05-06,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,174.2,25.7,200.0,5.8,7,210,0.83,5.8,5.8,41.5,MEDIUM,261332177,1500000,3
2025-05-07,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,147.6,26.6,0.0,4.9,7,210,0.7,4.9,4.9,35.1,MEDIUM,221403500,1500000,3
2025-05-08,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,121.9,25.7,0.0,4.1,7,210,0.58,4.1,4.1,29.0,MEDIUM,182921565,1500000,3
2025-05-09,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,345.7,32.9,256.7,11.5,7,210,1.65,11.5,11.5,82.3,LOW,518596090,1500000,3
2025-05-10,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,442.6,25.9,122.8,14.8,7,210,2.11,14.8,14.0,100.0,LOW,663897901,1500000,3
2025-05-11,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,408.6,34.0,0.0,13.6,7,210,1.95,13.6,13.6,97.3,LOW,612875264,1500000,3
2025-05-12,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,588.9,30.8,211.1,19.6,7,210,2.8,19.6,14.0,100.0,LOW,883281694,1500000,3
2025-05-13,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,555.7,33.1,0.0,18.5,7,210,2.65,18.5,14.0,100.0,LOW,833567789,1500000,3
2025-05-14,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,635.3,26.5,106.1,21.2,7,210,3.03,21.2,14.0,100.0,LOW,953010349,1500000,3
2025-05-15,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,606.3,29.0,0.0,20.2,7,210,2.89,20.2,14.0,100.0,LOW,909436647,1500000,3
2025-05-16,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,578.5,27.7,0.0,19.3,7,210,2.75,19.3,14.0,100.0,LOW,867824209,1500000,3
2025-05-17,RM-PLS-01,PE 수지 (Polyethylene),화학,톤,547.1,31.4,0.0,18.2,7,210,2.61,18.2,14.0,100.0,LOW,820677906,1500000,3
2025-02-17,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,326.8,13.3,0.0,21.8,10,150,2.18,21.8,14.0,100.0,LOW,914900360,2800000,5
2025-02-18,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,423.2,16.6,113.1,28.2,10,150,2.82,28.2,14.0,100.0,LOW,1184885702,2800000,5
2025-02-19,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,409.8,13.4,0.0,27.3,10,150,2.73,27.3,14.0,100.0,LOW,1147396836,2800000,5
2025-02-20,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,397.5,12.3,0.0,26.5,10,150,2.65,26.5,14.0,100.0,LOW,1113010834,2800000,5
2025-02-21,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,380.1,17.4,0.0,25.3,10,150,2.53,25.3,14.0,100.0,LOW,1064303260,2800000,5
2025-02-22,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,363.6,16.5,0.0,24.2,10,150,2.42,24.2,14.0,100.0,LOW,1018102783,2800000,5
2025-02-23,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,453.4,13.7,103.4,30.2,10,150,3.02,30.2,14.0,100.0,LOW,1269391145,2800000,5
2025-02-24,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,441.2,12.2,0.0,29.4,10,150,2.94,29.4,14.0,100.0,LOW,1235301338,2800000,5
2025-02-25,RM-RBR-01,합성고무 (Synthetic Rubber),화학,톤,427.9,13.3,0.0,28.5,10,150,2.85,28.5,14.0,100.0,LOW,1198003848,2800000,5
